PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES
210030,01-JUL-10,30-JUN-11,Settled,CHESTER RIVER HOSPITAL CENTER           ,100 BROWN STREET                        ,,CHESTERTOWN                             ,MD                                      ,21620                                   ,KENT                                    ,,,,,,,,,,47,17155,8450,211,13438,,383.72,,1709,467,2978
210032,01-JUL-10,30-JUN-11,Settled,UNION HOSPITAL OF CECIL COUNTY          ,106 BOW STREET                          ,,ELKTON                                  ,MD                                      ,21921                                   ,CECIL                                   ,,,,,,,,,,141,51465,13680,4441,27880,,869.56,,3317,1358,7034
210033,01-JUL-10,30-JUN-11,As Submitted,CARROLL COUNTY GENERAL HOSPITAL         ,200 MEMORIAL AVENUE                     ,,WESTMINSTER                             ,MD                                      ,21157                                   ,CARROLL                                 ,,,,,,,,,,197,71905,28007,5524,49129,,1301.5,,6901,2883,15473
210034,01-JUL-10,30-JUN-11,Settled,HARBOR HOSPITAL CENTER                  ,3001 SOUTH HANOVER STREET               ,,BALTIMORE                               ,MD                                      ,21225-                                  ,BALTIMORE CITY                          ,2591642,,,7265569,,,.2622,1080410,195688,193,70445,18620,4496,49709,38.38,1193,,3697,4315,12261
210035,01-JUL-10,30-JUN-11,Settled,CIVISTA MEDICAL CENTER                  ,5 GARRET AVENUE                         ,1070                                    ,LA PLATA                                ,MD                                      ,20646                                   ,CHARLES                                 ,,,,1510338,,,.0613,,,120,43800,16851,4141,33149,,715.4,,3486,1399,8695
210037,01-JUL-10,30-JUN-11,Settled,MEMORIAL EASTON                         ,MEMORIAL HOSPITAL AT EASTON             ,,219 SOUTH WASHINGTON STREET             ,MD                                      ,21601                                   ,TALBOT                                  ,,,,4142267,,,.0623,,,193,70445,30519,1477,53473,,1170.47,,6934,691,12929
210038,01-JUL-10,30-JUN-11,Settled,MARYLAND GENERAL HOSPITAL               ,827 LINDEN AVENUE                       ,,BALTIMORE                               ,MD                                      ,21201                                   ,BALTIMORE CITY                          ,,,,12280357,,,.4259,809536,182945,167,60955,17543,7443,48622,39.97,1186.66,,3002,1484,10457
210039,01-JUL-10,30-JUN-11,Settled,CALVERT MEMORIAL HOSPITAL               ,100 HOSPITAL RD.                        ,,PRINCE FREDERICK                        ,MD                                      ,20678-4016                              ,CALVERT                                 ,,,,2304565,,,.12,,,98,35770,11443,4247,26665,,763.3,,3406,1464,8859
210040,01-JUL-10,30-JUN-11,Settled,NORTHWEST HOSPITAL CENTER               ,5401 OLD COURT ROAD                     ,,RANDALLSTOWN                            ,MD                                      ,21133                                   ,BALTIMORE                               ,,,,,,,,,,201,73365,34969,3663,58565,,393.34,18.33,7156,312,13248
210043,01-JUL-10,30-JUN-11,Settled,BALTIMORE WASHINGTON MEDICAL CENTER     ,301 HOSPITAL DRIVE                      ,,GLEN BURNIE                             ,MD                                      ,21061                                   ,ANNE ARUNDEL                            ,,,,3776703,,,.0398,,,321,117165,42817,2728,82260,,1969.72,,8661,679,19766
210044,01-JUL-10,30-JUN-11,Settled,GREATER BALTIMORE MEDICAL CENTER        ,6701 NORTH CHARLES ST                   ,,BALTIMORE                               ,MD                                      ,21204                                   ,BALTIMORE                               ,4154531,,,,,,,653300,364310,351,128115,32122,4516,90891,60.1,2654,,7148,1130,20773
210045,01-JUL-10,30-JUN-11,Settled,MCCREADY MEMORIAL HOSPITAL              ,201 HALL HIGHWAY                        ,,CRISFIELD                               ,MD                                      ,21817                                   ,SOMERSET                                ,,,,,,,,,,16,5840,1692,151,2237,,151.2,,357,62,540
210048,01-JUL-10,30-JUN-11,Settled,HOWARD COUNTY                           ,5755 CEDAR LANE                         ,,COLUMBIA                                ,MD                                      ,21045                                   ,HOWARD                                  ,,,,2483394,,,.0476,,,238,86870,29161,3811,77337,,1351.5,,5715,2471,19297
210051,01-JUL-10,30-JUN-11,Settled,DOCTORS COMMUNITY HOSPITAL              ,8118 GOOD LUCK ROAD                     ,,LANHAM                                  ,MD                                      ,20706                                   ,PRINCE GEORGES COUNTY                   ,,,,4327625,,,.0856,,,195,71175,28142,4856,56835,,1206.56,,5386,989,13163
210055,01-JUL-10,30-JUN-11,Settled,LAUREL REGIONAL HOSPITAL                ,7300 VAN DUSEN ROAD                     ,,LAUREL                                  ,MD                                      ,20707                                   ,PRINCE GEORGES COUNTY                   ,,,,1257718,,,.0939,,,87,32120,10294,5777,25226,,609.2,,1895,2071,6556
210056,01-JUL-10,30-JUN-11,Settled,GOOD SAMARITAN HOSPITAL                 ,5601 LOCH RAVEN BLVD                    ,,BALTIMORE                               ,MD                                      ,21239                                   ,BALTIMORE                               ,3278318,,,,,,,1410945,391924,286,104390,41555,5140,66374,34.76,1906.28,,7996,2236,15283
210058,01-JUL-10,30-JUN-11,Settled,JAMES LAWRENCE KEMAN HOSPITAL           ,2200 KERNAN DRIVE                       ,,BALTIMORE                               ,MD                                      ,21207                                   ,BALTIMORE                               ,98566,,,2690994,,,.1207,39047,6855,132,48180,16872,7478,37854,13.81,641.19,,1598,423,3286
210061,01-JUL-10,30-JUN-11,Settled,ATLANTIC GENERAL HOSPITAL               ,9733 HEALTHWAY DRIVE                    ,,BERLIN                                  ,MD                                      ,21811                                   ,WORCESTER                               ,,,,,,,,,,53,19345,10419,427,14906,,562,,2597,105,4006
212002,01-JUL-10,30-JUN-11,As Submitted,WESTERN MARYLAND CENTER                 ,1500 PENNSYLVANIA AVENUE                ,,HAGERSTOWN                              ,MD                                      ,21740-                                  ,WASHINGTON                              ,,,,,,,,,,60,21900,2120,1683,6721,,42,,47,52,121
212003,01-JUL-10,30-JUN-11,As Submitted,DEER S HEAD CENTER                      ,DEER S HEAD HOSPITAL ROAD               ,P. O. BOX                               ,SALISBURY                               ,MD                                      ,21801-                                  ,WICOMICO                                ,,,,,,,,,,66,24090,1554,1449,5569,,13,,47,25,139
212005,01-JUL-10,30-JUN-11,Settled,LEVINDAL HEBREW GER. CTR. & HOSPT.      ,2434 W. BELVEDERE AVENUE                ,,BALTIMORE                               ,MD                                      ,21215                                   ,BALTIMORE CITY                          ,,,,,,,,,,120,43800,22776,7187,35466,,308.72,,835,97,1048
212007,01-JUL-10,30-JUN-11,Settled,UNIVERSITY SPECIALTY HOSPITAL           ,611 SOUTH CHARLES STREET                ,,BALTIMORE                               ,MD                                      ,21230                                   ,BALTIMORE CITY                          ,,,,,,,,,,180,65700,6490,30973,42103,,406.7,,230,997,1537
213300,01-JUL-10,30-JUN-11,Settled,MT WASHINGTON PEDIATRICS                ,1708 WEST ROGERS AVENUE                 ,,BALTIMORE                               ,MD                                      ,21209                                   ,BALTIMORE CITY                          ,,,,,,,,,,102,37230,,5216,22961,,414.16,,,149,739
213301,01-JUL-10,30-JUN-11,Reopened,KENNEDY KRIEGER                         ,707 NORTH BROADWAY                      ,,BALTIMORE                               ,MD                                      ,20205                                   ,BALTIMORE CITY                          ,,,,,,,,,389,50,18250,7,7490,13908,15.39,2028,,2,127,326
214000,01-JUL-10,30-JUN-11,Settled,SHEPPARD & ENOCH PRATT HOSPITAL         ,6501 NORTH CHARLES STREET               ,,TOWSON                                  ,MD                                      ,21204                                   ,BALTIMORE                               ,,,,,,,,,26052,334,121910,22228,26587,95186,18.07,1899.61,,1390,2390,8342
214002,01-JUL-10,30-JUN-11,Settled,EASTERN SHORE HOSPITAL CENTER           ,5262 WOODS ROAD                         ,800                                     ,CAMBRIDGE                               ,MD                                      ,21613-                                  ,DORCHESTER                              ,,,,,,,,,,80,29200,460,365,21087,,180,,12,2,133
214003,01-JUL-10,30-JUN-11,As Submitted,BROOK LANE PSYCHIATRIC CENTER           ,BROOK LANE PSYCHIATRIC CENTER           ,1945                                    ,HAGERSTOWN                              ,MD                                      ,21742-                                  ,WASHINGTON                              ,,,,,,,,,,66,24090,2020,3393,10998,,242.99,,224,505,1694
214004,01-JUL-10,30-JUN-11,Settled,SPRINGFIELD HOSPITAL CENTER             ,6655 SYKESVILLE                         ,,SYKESVILLE                              ,MD                                      ,21784-                                  ,CARROLL                                 ,,,,,,,,,,522,190530,2762,3527,81052,,747,,48,17,317
214012,01-JUL-10,30-JUN-11,Settled,THOMAS B. FINAN                         ,COUNTRY CLUB ROAD                       ,P. O. BOX                               ,CUMBERLAND                              ,MD                                      ,21502-                                  ,ALLEGHENY                               ,,,,,,,,,,110,40150,273,2671,25805,,192,,6,7,159
214018,01-JUL-10,30-JUN-11,Settled,SPRING GROVE HOSPITAL CENTER            ,WADE AVENUE                             ,,CATONSVILLE                             ,MD                                      ,21228-                                  ,BALTIMORE                               ,,,,,,,,,,569,207685,4352,3096,133542,,754,,71,31,453
220011,01-JUL-10,30-JUN-11,Amended,CAMBRIDGE HEALTH ALLIANCE               ,101 STATION LANDING                     ,,MEDFORD                                 ,MA                                      ,02155                                   ,MIDDLESEX                               ,5935388,,,7224157,,,.3325,2515572,1556930,198,72270,14341,17091,43451,103.66,3073.78,,3161,3327,9127
220153,01-JUL-10,30-JUN-11,As Submitted,SOLDIERS HOME IN HOLYOKE                ,110 CHERRY STREET                       ,,HOLYOKE                                 ,MA                                      ,01040                                   ,HAMPDEN                                 ,,,,,,,,,,4,1460,,,,,,,,,
220154,01-JUL-10,30-JUN-11,Settled,SOLDIERS HOME- CHELSEA                  ,91 CREST AVENUE                         ,,CHELSEA                                 ,MA                                      ,02150                                   ,SUFFOLK                                 ,,,,,,,,,,83,30295,,,28785,,228.51,,,,82
